DATE,HIGHTEMP,LOWTEMP,HUMIDITY,DESCRIPTION
10/31/2020,90,-24,87.12,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
11/29/2017,-45,11,72.59,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
3/5/2022,108,55,51.92,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue
9/25/2017,82,-28,16.36,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo
10/10/2018,129,67,47.18,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget
12/26/2021,-1,-24,52.26,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
6/14/2019,19,21,76.55,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
9/7/2021,-32,62,54.8,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
10/14/2021,124,-15,58.82,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget
8/8/2017,109,-36,5.88,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
3/30/2021,-38,-24,41.0,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
2/19/2019,-35,-50,59.35,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
5/31/2019,44,-9,66.22,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
1/17/2020,-35,44,14.21,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
3/19/2021,-36,83,65.37,bibendum morbi non quam nec dui luctus rutrum nulla tellus
3/4/2022,62,49,45.21,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
4/2/2019,11,-24,55.92,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
6/21/2021,132,50,71.9,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
8/23/2019,-2,80,15.84,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
7/14/2020,83,-20,74.59,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
5/25/2021,92,98,86.15,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac
12/7/2019,-46,55,57.56,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
6/11/2018,67,113,28.89,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
6/29/2021,-9,-5,11.32,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
12/29/2021,138,-9,11.17,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros
6/3/2021,54,22,2.55,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis
1/21/2019,-18,126,61.75,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
1/20/2021,138,-19,61.58,ac enim in tempor turpis nec euismod scelerisque quam turpis
4/28/2018,139,-18,97.74,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis
4/4/2020,130,-45,84.43,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
1/20/2018,57,134,51.52,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
2/5/2018,68,74,65.3,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
1/3/2019,-40,92,32.69,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
4/23/2020,32,-45,62.66,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
9/11/2018,-39,-25,84.01,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla
9/7/2021,26,119,7.48,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
12/29/2020,107,100,2.46,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
12/26/2017,127,10,5.77,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
10/9/2018,127,-49,67.52,non mauris morbi non lectus aliquam sit amet diam in
8/4/2017,-18,51,10.28,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci
1/29/2019,44,-4,75.9,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
6/19/2021,7,126,1.74,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
1/4/2019,35,137,91.27,eu massa donec dapibus duis at velit eu est congue elementum in hac
1/6/2022,117,-3,91.89,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et
3/4/2022,13,82,26.57,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
3/3/2021,-9,128,50.31,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
9/22/2020,98,113,62.0,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
3/14/2020,36,115,5.31,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
4/18/2018,106,95,20.59,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
10/28/2019,40,-34,19.1,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
7/24/2018,73,-43,18.76,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis
7/26/2020,-43,134,32.74,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at
10/18/2021,-3,90,58.58,sapien non mi integer ac neque duis bibendum morbi non quam nec dui
1/24/2022,48,-39,92.64,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
1/22/2022,93,-40,24.89,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in
11/23/2021,105,19,54.36,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
3/22/2018,93,-3,5.55,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
4/3/2021,113,31,42.23,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
3/15/2018,-27,139,82.19,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
7/26/2017,95,53,48.8,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
3/8/2022,62,-25,57.05,morbi ut odio cras mi pede malesuada in imperdiet et commodo
8/17/2019,-16,31,29.92,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
5/13/2020,-8,56,73.32,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet
5/29/2018,71,58,93.48,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac
11/23/2021,-32,1,11.95,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
4/6/2019,27,67,48.52,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
2/27/2020,2,96,35.94,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
8/18/2018,78,-24,74.77,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis
9/29/2017,77,35,7.34,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
9/29/2021,128,-19,34.78,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis
9/4/2019,138,122,39.17,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam
6/3/2019,37,97,65.31,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
3/4/2020,67,103,7.13,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa
8/23/2021,-27,37,33.78,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non
7/3/2019,24,125,18.94,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean
5/17/2019,-12,135,22.04,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
7/15/2017,19,-35,75.42,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel
9/3/2020,20,-43,85.84,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
8/27/2017,102,0,61.57,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
2/15/2019,16,37,81.95,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
8/31/2019,119,-30,3.27,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
9/6/2019,94,32,99.28,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit
11/12/2019,30,-32,49.88,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
10/2/2020,21,12,91.88,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
1/7/2021,-27,129,59.03,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh
8/5/2021,7,35,19.42,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
12/6/2020,20,-2,17.93,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
6/29/2021,20,105,94.86,in hac habitasse platea dictumst maecenas ut massa quis augue luctus
3/10/2021,44,-45,22.54,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
7/24/2021,64,32,39.56,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
4/17/2019,60,121,9.8,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
2/3/2021,30,121,67.32,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
12/6/2021,-50,47,45.55,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
12/30/2017,113,75,7.68,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
4/14/2019,70,5,65.76,sed accumsan felis ut at dolor quis odio consequat varius integer
1/21/2022,95,22,7.62,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
8/8/2018,129,9,88.42,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
11/23/2019,85,-44,76.61,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum
10/14/2021,37,103,11.2,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis
12/24/2020,21,111,67.68,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti
1/11/2020,-34,22,12.72,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
7/30/2017,14,60,24.58,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus
10/13/2019,61,42,36.39,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
7/6/2019,107,53,71.3,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
5/14/2019,73,53,49.2,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa
6/5/2020,108,49,8.84,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
8/14/2020,34,61,56.49,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
5/22/2019,62,-5,20.98,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec
10/23/2021,35,-16,56.21,fermentum donec ut mauris eget massa tempor convallis nulla neque libero
3/2/2018,135,99,24.9,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
1/19/2018,128,-35,97.45,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
5/8/2020,33,58,4.35,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
4/12/2021,66,-32,88.19,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec
12/16/2020,68,136,72.97,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
9/25/2021,36,108,55.47,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
5/2/2021,44,66,42.03,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
8/29/2021,-42,103,85.66,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
3/3/2018,-18,-27,87.78,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
3/17/2022,85,134,12.6,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
12/9/2020,-38,-3,54.12,metus vitae ipsum aliquam non mauris morbi non lectus aliquam
12/12/2020,33,138,72.22,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
11/30/2018,20,-24,77.39,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
5/13/2021,34,60,62.25,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
5/30/2020,-8,38,91.53,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi
2/2/2019,49,10,69.92,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa
1/28/2019,-38,123,13.7,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
8/21/2019,107,19,62.59,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
2/15/2018,30,77,30.13,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu
7/17/2021,-16,125,28.92,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
10/27/2021,-26,-3,91.89,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
3/13/2021,66,16,69.08,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut
11/5/2019,70,116,32.91,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
8/20/2018,17,74,80.06,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis
3/31/2020,-4,20,33.46,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
8/24/2020,-21,8,58.2,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
6/20/2020,-25,39,72.12,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
8/12/2019,25,52,18.73,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu
3/30/2019,75,49,5.18,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
11/11/2021,139,125,15.6,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
11/6/2020,84,128,15.91,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
7/26/2021,-3,-44,16.85,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
10/15/2017,-15,17,19.49,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis
4/19/2021,54,35,73.6,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
1/30/2021,70,-26,96.83,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
7/30/2019,90,-7,48.12,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
1/11/2021,-41,54,35.45,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
1/23/2018,95,-32,76.45,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
6/2/2018,38,136,19.51,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
11/7/2021,118,94,57.07,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl
12/5/2017,127,59,54.77,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede
11/15/2017,42,131,87.5,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
8/11/2020,62,-14,30.33,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
5/29/2020,126,-32,43.23,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
3/15/2021,54,-13,43.77,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
9/5/2017,100,104,78.87,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
5/29/2020,69,83,35.14,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
12/7/2020,6,51,3.7,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
8/4/2019,130,112,71.16,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
12/14/2018,-44,85,8.9,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
6/22/2019,21,12,4.87,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
1/5/2022,98,-9,73.37,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
7/17/2019,114,10,71.22,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
9/15/2018,-33,42,47.56,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
9/23/2020,102,18,84.75,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
10/17/2017,140,27,98.65,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam
3/29/2021,-36,46,77.74,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
10/14/2017,-22,97,74.92,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec
12/8/2018,-29,128,42.79,in faucibus orci luctus et ultrices posuere cubilia curae duis
10/4/2019,110,86,5.87,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
9/22/2020,67,-49,94.93,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
11/24/2021,132,-11,62.18,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
2/22/2020,27,52,69.33,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
3/24/2018,121,-16,41.46,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
12/15/2020,-46,55,81.96,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien
3/1/2019,22,-49,97.87,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut
12/4/2018,52,138,73.35,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
3/18/2022,75,130,85.28,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
12/18/2019,53,81,87.55,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
4/16/2021,-12,7,13.4,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea
9/7/2017,31,133,87.55,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
5/28/2020,-40,35,40.75,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
12/17/2020,-3,80,88.46,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
8/6/2020,-33,25,67.11,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
7/27/2017,103,137,7.7,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
6/22/2020,88,64,56.5,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
11/14/2019,117,2,34.06,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
5/29/2020,65,90,48.56,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
1/8/2022,84,64,16.1,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
1/12/2021,71,82,67.25,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
6/25/2020,112,32,53.9,augue a suscipit nulla elit ac nulla sed vel enim sit amet
2/23/2022,126,56,61.98,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
9/23/2018,-44,111,39.46,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis
11/2/2017,11,-22,40.45,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
7/4/2017,-49,32,86.71,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est
9/24/2017,-41,129,92.16,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
4/11/2021,-32,94,12.73,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
6/29/2018,48,98,40.33,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
7/17/2020,-35,55,99.76,non mauris morbi non lectus aliquam sit amet diam in magna bibendum
2/18/2019,22,1,12.84,congue diam id ornare imperdiet sapien urna pretium nisl ut
5/9/2018,87,111,76.28,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
2/27/2018,-19,16,43.66,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
4/13/2021,88,-8,74.82,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
8/18/2020,-37,31,46.19,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
12/15/2018,97,121,32.66,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
8/12/2020,123,39,41.48,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
11/28/2019,76,-32,44.49,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
3/8/2018,-37,132,4.77,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum
12/19/2017,124,-26,10.03,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
4/4/2019,61,109,25.03,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam
6/24/2020,69,117,85.61,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
2/22/2019,117,119,48.28,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
10/26/2021,-41,113,80.92,felis ut at dolor quis odio consequat varius integer ac leo
8/24/2018,50,120,87.97,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
8/5/2021,68,41,66.49,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
8/4/2019,137,-32,87.18,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
8/22/2018,13,132,16.72,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
12/26/2019,-32,-7,68.21,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
7/12/2017,37,103,88.66,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
10/15/2017,-37,126,82.52,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
6/7/2018,-41,126,35.07,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
3/27/2021,-16,-4,36.73,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
3/30/2019,-41,-16,28.05,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
4/20/2019,54,-48,99.06,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
1/7/2022,-26,122,88.65,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
10/4/2020,95,-17,51.06,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
5/31/2019,-30,134,96.09,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
3/15/2019,6,130,54.11,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
8/25/2020,-3,132,49.92,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
1/19/2018,100,113,6.26,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
11/15/2017,37,51,17.57,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
4/11/2020,123,-31,80.03,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
8/31/2019,-35,69,77.29,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
2/24/2022,33,23,1.58,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
7/11/2020,76,89,15.79,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend
10/11/2017,99,50,1.6,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
3/16/2019,-10,-11,49.0,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
9/22/2018,38,94,21.35,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
12/31/2017,80,130,37.17,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
